timestamp,location_name,latitude,longitude,current_speed,free_flow_speed,current_travel_time,free_flow_travel_time,confidence,road_type,road_closure
2026-02-09T07:18:04.341029,Howrah_Bridge,22.5851,88.3467,15,24,846,528,1.0,FRC3,False
2026-02-09T07:18:05.476888,Gariahat,22.5189,88.3647,16,23,559,389,0.995716,FRC7,False
2026-02-09T07:18:06.611489,Salt_Lake_V,22.5744,88.4323,17,24,572,405,0.932351,FRC5,False
2026-02-09T07:19:07.785109,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-09T07:19:08.920992,Park_Street,22.5535,88.3531,10,19,658,346,1.0,FRC4,False
2026-02-09T07:19:10.058710,Howrah_Bridge,22.5851,88.3467,16,24,793,528,1.0,FRC3,False
2026-02-09T07:19:11.194426,Gariahat,22.5189,88.3647,16,22,559,406,0.996573,FRC7,False
2026-02-09T07:19:12.327712,Salt_Lake_V,22.5744,88.4323,16,24,607,405,0.932351,FRC5,False
2026-02-09T07:20:13.512661,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-09T07:20:14.650196,Park_Street,22.5535,88.3531,9,18,731,365,0.99,FRC4,False
2026-02-09T07:20:15.793096,Howrah_Bridge,22.5851,88.3467,15,24,846,528,1.0,FRC3,False
2026-02-09T07:20:16.931187,Gariahat,22.5189,88.3647,16,22,559,406,0.99817,FRC7,False
2026-02-09T07:20:18.074515,Salt_Lake_V,22.5744,88.4323,17,24,572,405,0.930778,FRC5,False
2026-02-09T07:21:19.267462,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-09T07:21:20.401143,Park_Street,22.5535,88.3531,10,19,658,346,0.99,FRC4,False
2026-02-09T07:21:21.536162,Howrah_Bridge,22.5851,88.3467,15,24,846,528,1.0,FRC3,False
2026-02-09T07:21:22.664425,Gariahat,22.5189,88.3647,16,22,559,406,0.996573,FRC7,False
2026-02-09T07:21:23.802041,Salt_Lake_V,22.5744,88.4323,15,24,648,405,0.935412,FRC5,False
2026-02-09T07:22:24.988384,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-09T07:22:26.134071,Park_Street,22.5535,88.3531,11,19,598,346,0.99,FRC4,False
2026-02-09T07:22:27.267762,Howrah_Bridge,22.5851,88.3467,14,23,906,551,1.0,FRC3,False
2026-02-09T07:22:28.407417,Gariahat,22.5189,88.3647,16,22,559,406,0.996573,FRC7,False
2026-02-09T07:22:29.545936,Salt_Lake_V,22.5744,88.4323,17,24,572,405,0.935412,FRC5,False
2026-02-09T07:23:30.733860,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-09T07:23:31.875555,Park_Street,22.5535,88.3531,10,19,658,346,0.99,FRC4,False
2026-02-09T07:23:33.013064,Howrah_Bridge,22.5851,88.3467,14,24,906,528,1.0,FRC3,False
2026-02-09T07:23:34.153958,Gariahat,22.5189,88.3647,16,22,559,406,0.996573,FRC7,False
2026-02-09T07:23:35.295527,Salt_Lake_V,22.5744,88.4323,15,24,648,405,0.935412,FRC5,False
2026-02-09T07:24:36.485580,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-09T07:24:37.624057,Park_Street,22.5535,88.3531,11,19,598,346,0.99,FRC4,False
2026-02-09T07:24:38.755701,Howrah_Bridge,22.5851,88.3467,13,23,976,551,1.0,FRC3,False
2026-02-09T07:24:39.888508,Gariahat,22.5189,88.3647,15,22,596,406,0.996573,FRC7,False
2026-02-09T07:24:41.034858,Salt_Lake_V,22.5744,88.4323,17,24,572,405,0.927235,FRC5,False
2026-02-09T07:25:42.267680,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-09T07:25:43.411192,Park_Street,22.5535,88.3531,10,18,658,365,0.99,FRC4,False
2026-02-09T07:25:44.545280,Howrah_Bridge,22.5851,88.3467,14,23,906,551,1.0,FRC3,False
2026-02-09T07:25:45.678256,Gariahat,22.5189,88.3647,15,22,596,406,0.994859,FRC7,False
2026-02-09T07:25:46.815514,Salt_Lake_V,22.5744,88.4323,18,23,540,422,0.927339,FRC5,False
2026-02-09T07:26:47.989894,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-09T07:26:49.119937,Park_Street,22.5535,88.3531,12,18,548,365,0.990213,FRC4,False
2026-02-09T07:26:50.264487,Howrah_Bridge,22.5851,88.3467,14,24,906,528,1.0,FRC3,False
2026-02-09T07:26:51.403990,Gariahat,22.5189,88.3647,16,22,559,406,0.994859,FRC7,False
2026-02-09T07:26:52.536306,Salt_Lake_V,22.5744,88.4323,20,24,486,405,0.929205,FRC5,False
2026-02-09T07:27:53.741748,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-09T07:27:54.885698,Park_Street,22.5535,88.3531,12,19,548,346,0.9899,FRC4,False
2026-02-09T07:27:56.026474,Howrah_Bridge,22.5851,88.3467,14,24,906,528,1.0,FRC3,False
2026-02-09T07:27:57.164720,Gariahat,22.5189,88.3647,16,22,559,406,0.994859,FRC7,False
2026-02-09T07:27:58.302090,Salt_Lake_V,22.5744,88.4323,21,24,463,405,0.916844,FRC5,False
2026-02-10T05:18:16.663511,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-10T05:18:17.827750,Park_Street,22.5535,88.3531,13,18,506,365,0.995192,FRC4,False
2026-02-10T05:18:18.992168,Howrah_Bridge,22.5851,88.3467,16,24,793,528,1.0,FRC3,False
2026-02-10T05:18:20.162092,Gariahat,22.5189,88.3647,19,23,471,389,0.99743,FRC7,False
2026-02-10T05:18:21.318949,Salt_Lake_V,22.5744,88.4323,17,25,572,389,0.923241,FRC5,False
2026-02-10T05:19:22.617572,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-10T05:19:23.777677,Park_Street,22.5535,88.3531,13,19,506,346,0.99,FRC4,False
2026-02-10T05:19:24.937349,Howrah_Bridge,22.5851,88.3467,16,23,793,551,1.0,FRC3,False
2026-02-10T05:19:26.097717,Gariahat,22.5189,88.3647,18,22,497,406,0.99817,FRC7,False
2026-02-10T05:19:27.257981,Salt_Lake_V,22.5744,88.4323,15,25,648,389,0.927631,FRC5,False
2026-02-10T05:20:28.527552,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-10T05:20:29.683494,Park_Street,22.5535,88.3531,11,18,598,365,0.99,FRC4,False
2026-02-10T05:20:30.840104,Howrah_Bridge,22.5851,88.3467,17,23,746,551,1.0,FRC3,False
2026-02-10T05:20:31.994107,Gariahat,22.5189,88.3647,18,21,497,426,0.99743,FRC7,False
2026-02-10T05:20:33.151933,Salt_Lake_V,22.5744,88.4323,17,24,572,405,0.927631,FRC5,False
2026-02-10T05:21:34.431365,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-10T05:21:35.591606,Park_Street,22.5535,88.3531,13,19,506,346,0.99,FRC4,False
2026-02-10T05:21:36.751570,Howrah_Bridge,22.5851,88.3467,18,24,705,528,1.0,FRC3,False
2026-02-10T05:21:37.905748,Gariahat,22.5189,88.3647,18,23,497,389,0.996573,FRC7,False
2026-02-10T05:21:39.072374,Salt_Lake_V,22.5744,88.4323,15,24,648,405,0.925869,FRC5,False
2026-02-10T05:22:40.367224,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-10T05:22:41.535745,Park_Street,22.5535,88.3531,14,18,470,365,0.993589,FRC4,False
2026-02-10T05:22:42.687438,Howrah_Bridge,22.5851,88.3467,18,24,705,528,1.0,FRC3,False
2026-02-10T05:22:43.855676,Gariahat,22.5189,88.3647,18,22,497,406,0.996573,FRC7,False
2026-02-10T05:22:45.018073,Salt_Lake_V,22.5744,88.4323,16,24,607,405,0.923689,FRC5,False
2026-02-10T05:23:46.267607,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-10T05:23:47.421053,Park_Street,22.5535,88.3531,14,18,470,365,0.993589,FRC4,False
2026-02-10T05:23:48.588170,Howrah_Bridge,22.5851,88.3467,19,24,668,528,1.0,FRC3,False
2026-02-10T05:23:49.745322,Gariahat,22.5189,88.3647,17,22,526,406,0.996573,FRC7,False
2026-02-10T05:23:50.907266,Salt_Lake_V,22.5744,88.4323,18,24,540,405,0.92805,FRC5,False
2026-02-10T05:24:52.213430,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-10T05:24:53.370840,Park_Street,22.5535,88.3531,13,18,506,365,0.99,FRC4,False
2026-02-10T05:24:54.533201,Howrah_Bridge,22.5851,88.3467,18,24,705,528,1.0,FRC3,False
2026-02-10T05:24:55.687233,Gariahat,22.5189,88.3647,16,23,559,389,0.99817,FRC7,False
2026-02-10T05:24:56.844589,Salt_Lake_V,22.5744,88.4323,17,24,572,405,0.923689,FRC5,False
2026-02-10T05:25:58.123645,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-10T05:25:59.294245,Park_Street,22.5535,88.3531,14,19,470,346,0.99,FRC4,False
2026-02-10T05:26:00.450507,Howrah_Bridge,22.5851,88.3467,16,23,793,551,1.0,FRC3,False
2026-02-10T05:26:01.607040,Gariahat,22.5189,88.3647,15,22,596,406,0.99817,FRC7,False
2026-02-10T05:26:02.759188,Salt_Lake_V,22.5744,88.4323,16,24,607,405,0.923689,FRC5,False
2026-02-10T05:27:04.032673,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-10T05:27:05.187581,Park_Street,22.5535,88.3531,14,19,470,346,0.99,FRC4,False
2026-02-10T05:27:06.347038,Howrah_Bridge,22.5851,88.3467,16,23,793,551,1.0,FRC3,False
2026-02-10T05:27:07.508263,Gariahat,22.5189,88.3647,15,22,596,406,0.99817,FRC7,False
2026-02-10T05:27:08.668196,Salt_Lake_V,22.5744,88.4323,16,25,607,389,0.927631,FRC5,False
2026-02-10T05:28:09.878509,EM_Bypass_North,22.5726,88.3639,19,22,170,147,0.506175,FRC3,False
2026-02-10T05:28:11.037947,Park_Street,22.5535,88.3531,13,18,506,365,0.99,FRC4,False
2026-02-10T05:28:12.197263,Howrah_Bridge,22.5851,88.3467,17,24,746,528,1.0,FRC3,False
2026-02-10T05:28:13.355454,Gariahat,22.5189,88.3647,15,22,596,406,0.99743,FRC7,False
2026-02-10T05:28:14.507727,Salt_Lake_V,22.5744,88.4323,17,24,572,405,0.927631,FRC5,False
2026-02-10T05:29:15.802256,EM_Bypass_North,22.5726,88.3639,19,22,170,147,0.506175,FRC3,False
2026-02-10T05:29:16.958446,Park_Street,22.5535,88.3531,11,18,598,365,0.99,FRC4,False
2026-02-10T05:29:18.127106,Howrah_Bridge,22.5851,88.3467,18,23,705,551,1.0,FRC3,False
2026-02-10T05:29:19.293837,Gariahat,22.5189,88.3647,15,23,596,389,0.99743,FRC7,False
2026-02-10T05:29:20.453682,Salt_Lake_V,22.5744,88.4323,18,24,540,405,0.927631,FRC5,False
2026-02-10T05:30:21.727130,EM_Bypass_North,22.5726,88.3639,19,22,170,147,0.506175,FRC3,False
2026-02-10T05:30:22.885467,Park_Street,22.5535,88.3531,11,18,598,365,0.99,FRC4,False
2026-02-10T05:30:24.043841,Howrah_Bridge,22.5851,88.3467,16,23,793,551,1.0,FRC3,False
2026-02-10T05:30:25.213655,Gariahat,22.5189,88.3647,15,22,596,406,0.99743,FRC7,False
2026-02-10T05:30:26.371949,Salt_Lake_V,22.5744,88.4323,16,24,607,405,0.927631,FRC5,False
2026-02-10T05:31:27.663174,EM_Bypass_North,22.5726,88.3639,19,22,170,147,0.506175,FRC3,False
2026-02-10T05:31:28.820647,Park_Street,22.5535,88.3531,11,19,598,346,0.99,FRC4,False
2026-02-10T05:31:29.977706,Howrah_Bridge,22.5851,88.3467,17,24,746,528,1.0,FRC3,False
2026-02-10T05:31:31.131042,Gariahat,22.5189,88.3647,15,22,596,406,0.99743,FRC7,False
2026-02-10T05:31:32.285875,Salt_Lake_V,22.5744,88.4323,14,24,694,405,0.927631,FRC5,False
2026-02-10T05:32:33.566442,EM_Bypass_North,22.5726,88.3639,19,22,170,147,0.506175,FRC3,False
2026-02-10T05:32:34.727098,Park_Street,22.5535,88.3531,10,17,658,387,0.995192,FRC4,False
2026-02-10T05:32:35.882843,Howrah_Bridge,22.5851,88.3467,16,24,793,528,1.0,FRC3,False
2026-02-10T05:32:37.040946,Gariahat,22.5189,88.3647,15,22,596,406,0.99817,FRC7,False
2026-02-10T05:32:38.194318,Salt_Lake_V,22.5744,88.4323,14,24,694,405,0.924929,FRC5,False
2026-02-10T05:33:39.481331,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-10T05:33:40.635884,Park_Street,22.5535,88.3531,10,18,658,365,0.995192,FRC4,False
2026-02-10T05:33:41.793544,Howrah_Bridge,22.5851,88.3467,16,23,793,551,1.0,FRC3,False
2026-02-10T05:33:42.949702,Gariahat,22.5189,88.3647,15,22,596,406,0.996573,FRC7,False
2026-02-10T05:33:44.104555,Salt_Lake_V,22.5744,88.4323,16,24,607,405,0.925373,FRC5,False
2026-02-10T05:34:45.384825,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-10T05:34:46.544206,Park_Street,22.5535,88.3531,10,17,658,387,0.995192,FRC4,False
2026-02-10T05:34:47.702093,Howrah_Bridge,22.5851,88.3467,17,24,746,528,1.0,FRC3,False
2026-02-10T05:34:48.855564,Gariahat,22.5189,88.3647,15,23,596,389,0.996573,FRC7,False
2026-02-10T05:34:50.013786,Salt_Lake_V,22.5744,88.4323,15,24,648,405,0.93177,FRC5,False
2026-02-10T05:35:51.225312,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-10T05:35:52.381531,Park_Street,22.5535,88.3531,10,17,658,387,0.995192,FRC4,False
2026-02-10T05:35:53.536781,Howrah_Bridge,22.5851,88.3467,17,23,746,551,1.0,FRC3,False
2026-02-10T05:35:54.691169,Gariahat,22.5189,88.3647,15,22,596,406,0.996573,FRC7,False
2026-02-10T05:35:55.844424,Salt_Lake_V,22.5744,88.4323,16,24,607,405,0.92805,FRC5,False
2026-02-10T05:36:57.127944,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-10T05:36:58.283346,Park_Street,22.5535,88.3531,10,18,658,365,0.996795,FRC4,False
2026-02-10T05:36:59.440552,Howrah_Bridge,22.5851,88.3467,17,23,746,551,1.0,FRC3,False
2026-02-10T05:37:00.598836,Gariahat,22.5189,88.3647,15,23,596,389,0.996573,FRC7,False
2026-02-10T05:37:01.756610,Salt_Lake_V,22.5744,88.4323,17,25,572,389,0.927631,FRC5,False
2026-02-10T05:38:02.963035,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-10T05:38:04.119736,Park_Street,22.5535,88.3531,11,19,598,346,0.99,FRC4,False
2026-02-10T05:38:05.276869,Howrah_Bridge,22.5851,88.3467,17,23,746,551,1.0,FRC3,False
2026-02-10T05:38:06.434034,Gariahat,22.5189,88.3647,17,23,526,389,0.995716,FRC7,False
2026-02-10T05:38:07.595030,Salt_Lake_V,22.5744,88.4323,16,24,607,405,0.927631,FRC5,False
2026-02-10T05:39:08.809254,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-10T05:39:09.963875,Park_Street,22.5535,88.3531,11,18,598,365,0.99,FRC4,False
2026-02-10T05:39:11.116856,Howrah_Bridge,22.5851,88.3467,17,24,746,528,1.0,FRC3,False
2026-02-10T05:39:12.268422,Gariahat,22.5189,88.3647,17,22,526,406,0.995716,FRC7,False
2026-02-10T05:39:13.427669,Salt_Lake_V,22.5744,88.4323,16,25,607,389,0.931215,FRC5,False
2026-02-10T05:40:14.702536,EM_Bypass_North,22.5726,88.3639,23,23,141,141,1.0,FRC3,False
2026-02-10T05:40:15.861687,Park_Street,22.5535,88.3531,11,19,598,346,0.99,FRC4,False
2026-02-10T05:40:17.022120,Howrah_Bridge,22.5851,88.3467,17,23,746,551,1.0,FRC3,False
2026-02-10T05:40:18.189536,Gariahat,22.5189,88.3647,17,23,526,389,0.995716,FRC7,False
2026-02-10T05:40:19.345497,Salt_Lake_V,22.5744,88.4323,16,25,607,389,0.931215,FRC5,False
2026-02-10T05:41:20.555647,EM_Bypass_North,22.5726,88.3639,18,22,180,147,0.512349,FRC3,False
2026-02-10T05:41:21.710456,Park_Street,22.5535,88.3531,11,18,598,365,0.99,FRC4,False
2026-02-10T05:41:22.869193,Howrah_Bridge,22.5851,88.3467,17,23,746,551,1.0,FRC3,False
2026-02-10T05:41:24.024918,Gariahat,22.5189,88.3647,17,22,526,406,0.995716,FRC7,False
2026-02-10T05:41:25.181296,Salt_Lake_V,22.5744,88.4323,15,25,648,389,0.927631,FRC5,False
2026-02-10T05:42:26.382361,EM_Bypass_North,22.5726,88.3639,18,22,180,147,0.512349,FRC3,False
2026-02-10T05:42:27.540436,Park_Street,22.5535,88.3531,11,19,598,346,0.99,FRC4,False
2026-02-10T05:42:28.693333,Howrah_Bridge,22.5851,88.3467,17,24,746,528,1.0,FRC3,False
2026-02-10T05:42:29.845491,Gariahat,22.5189,88.3647,17,22,526,406,0.996573,FRC7,False
2026-02-10T05:42:31.002667,Salt_Lake_V,22.5744,88.4323,14,23,694,422,0.927631,FRC5,False
2026-02-10T05:43:32.213822,EM_Bypass_North,22.5726,88.3639,18,22,180,147,0.512349,FRC3,False
2026-02-10T05:43:33.372680,Park_Street,22.5535,88.3531,13,19,506,346,0.99,FRC4,False
2026-02-10T05:43:34.532060,Howrah_Bridge,22.5851,88.3467,16,24,793,528,1.0,FRC3,False
2026-02-10T05:43:35.687391,Gariahat,22.5189,88.3647,18,22,497,406,0.996573,FRC7,False
2026-02-10T05:43:36.858123,Salt_Lake_V,22.5744,88.4323,16,24,607,405,0.942431,FRC5,False
2026-02-10T05:44:38.077181,EM_Bypass_North,22.5726,88.3639,18,22,180,147,0.512349,FRC3,False
2026-02-10T05:44:39.232548,Park_Street,22.5535,88.3531,11,19,598,346,0.99,FRC4,False
2026-02-10T05:44:40.388399,Howrah_Bridge,22.5851,88.3467,17,24,746,528,1.0,FRC3,False
2026-02-10T05:44:41.541308,Gariahat,22.5189,88.3647,18,23,497,389,0.995716,FRC7,False
2026-02-10T05:44:42.695080,Salt_Lake_V,22.5744,88.4323,15,25,648,389,0.942431,FRC5,False
2026-02-10T05:45:43.969977,EM_Bypass_North,22.5726,88.3639,18,22,180,147,0.512349,FRC3,False
2026-02-10T05:45:45.124158,Park_Street,22.5535,88.3531,11,18,598,365,0.99,FRC4,False
2026-02-10T05:45:46.286306,Howrah_Bridge,22.5851,88.3467,15,23,846,551,1.0,FRC3,False
2026-02-10T05:45:47.439629,Gariahat,22.5189,88.3647,17,22,526,406,0.996573,FRC7,False
2026-02-10T05:45:48.591951,Salt_Lake_V,22.5744,88.4323,16,24,607,405,0.939551,FRC5,False
2026-02-10T05:46:49.799326,EM_Bypass_North,22.5726,88.3639,18,22,180,147,0.512349,FRC3,False
2026-02-10T05:46:50.957863,Park_Street,22.5535,88.3531,11,19,598,346,0.99,FRC4,False
2026-02-10T05:46:52.118624,Howrah_Bridge,22.5851,88.3467,18,24,705,528,1.0,FRC3,False
2026-02-10T05:46:53.275888,Gariahat,22.5189,88.3647,16,22,559,406,0.996573,FRC7,False
2026-02-10T05:46:54.435116,Salt_Lake_V,22.5744,88.4323,13,25,748,389,0.937352,FRC5,False
2026-02-10T05:47:55.645117,EM_Bypass_North,22.5726,88.3639,18,22,180,147,0.512349,FRC3,False
2026-02-10T05:47:56.802210,Park_Street,22.5535,88.3531,13,18,506,365,0.99,FRC4,False
